order_id,order_day,delivery_day,product,supplier,order_qty
962,240,254,D형,S1,1217
963,241,261,A형,S3,1542
964,241,249,D형,S2,1038
965,241,257,C형,S3,879
966,241,257,B형,S1,1585
967,241,250,A형,S2,753
968,242,258,A형,S3,659
969,242,251,A형,S2,325
970,242,258,D형,S1,1670
971,242,260,C형,S1,1595
972,243,257,A형,S3,86
973,243,256,B형,S2,1693
974,243,250,A형,S1,514
975,243,256,C형,S1,1781
976,244,257,B형,S2,395
977,244,251,D형,S1,359
978,244,253,C형,S1,551
979,244,257,A형,S2,1871
980,245,264,B형,S1,1893
981,245,262,B형,S1,1338
982,245,257,D형,S3,96
983,246,258,B형,S1,1253
984,246,256,A형,S1,632
985,246,264,A형,S3,1473
986,246,256,A형,S2,1170
987,246,263,A형,S1,1756
988,247,264,A형,S3,1421
989,247,257,A형,S1,663
990,247,264,B형,S1,1558
991,247,259,D형,S3,518
992,247,260,D형,S2,797
993,248,257,A형,S1,509
994,248,255,B형,S2,479
995,248,256,C형,S1,835
996,248,262,A형,S1,1712
997,249,257,B형,S2,917
998,249,264,A형,S3,288
999,249,264,B형,S1,1514
1000,250,258,A형,S1,176
1001,250,262,C형,S1,1146
1002,251,264,A형,S1,501
1003,251,267,B형,S2,1813
1004,251,260,B형,S2,1010
1005,251,263,A형,S2,856
1006,251,267,D형,S3,1887
1007,252,263,A형,S2,942
1008,252,263,A형,S2,1471
1009,252,266,C형,S2,900
1010,253,267,B형,S2,1149
1011,253,266,C형,S2,1020
1012,254,265,A형,S3,1066
1013,254,264,A형,S1,900
1014,254,266,C형,S2,1402
1015,254,268,B형,S1,976
1016,254,267,D형,S1,1271
1017,255,276,A형,S3,1465
1018,255,264,A형,S1,705
1019,257,270,D형,S2,381
1020,257,268,B형,S1,230
1021,257,272,A형,S2,1217
1022,258,269,A형,S1,441
1023,258,269,C형,S2,748
1024,258,278,A형,S3,1576
1025,259,267,B형,S2,950
1026,259,275,C형,S2,1287
1027,260,267,B형,S2,338
1028,260,275,C형,S1,1604
1029,260,270,D형,S2,1208
1030,261,273,A형,S1,136
1031,261,272,D형,S1,966
1032,261,274,B형,S2,1806
1033,261,273,A형,S3,971
1034,262,270,A형,S2,795
1035,262,276,A형,S2,104
1036,263,275,A형,S1,1856
1037,263,271,C형,S3,488
1038,263,273,B형,S1,1209
1039,264,276,A형,S2,881
1040,264,277,D형,S2,1117
1041,264,274,B형,S2,285
1042,264,273,B형,S1,1645
1043,264,278,A형,S1,365
1044,265,276,B형,S1,1269
1045,265,274,D형,S1,548
1046,265,277,B형,S2,1365
1047,265,273,B형,S1,233
1048,266,274,B형,S1,357
1049,266,281,B형,S2,1810
1050,266,279,B형,S1,1228
1051,266,281,A형,S2,1634
1052,267,276,A형,S1,745
1053,267,286,A형,S1,1537
1054,268,278,C형,S2,197
1055,268,283,A형,S3,1448
1056,268,276,A형,S1,309
1057,268,282,B형,S1,1305
1058,269,276,B형,S1,985
1059,269,287,D형,S2,1282
1060,269,285,A형,S3,561
1061,269,281,A형,S1,254
1062,270,284,A형,S1,1542
1063,270,278,B형,S1,949
1064,270,283,A형,S1,288
1065,271,284,B형,S2,866
1066,271,280,C형,S2,76
1067,271,289,A형,S2,1764
1068,271,290,C형,S1,1994
1069,271,282,A형,S1,831
1070,272,289,B형,S3,660
1071,272,288,D형,S1,1276
1072,273,283,D형,S1,1044
1073,273,286,B형,S1,1526
1074,273,285,D형,S3,459
1075,273,284,A형,S2,790
1076,273,286,A형,S2,457
1077,273,290,B형,S2,1900
1078,273,284,B형,S3,834
1079,274,290,C형,S2,1301
1080,274,287,B형,S1,1590
1081,274,284,A형,S1,1256
1082,274,287,C형,S1,126
1083,274,288,A형,S1,1977
1084,274,295,D형,S3,1682
1085,274,286,A형,S2,648
1086,274,290,A형,S1,1981
1087,274,292,A형,S2,1787
1088,275,285,A형,S1,1140
1089,275,287,B형,S2,894
1090,275,285,A형,S3,752
1091,275,288,A형,S1,549
1092,275,284,B형,S2,506
1093,276,286,C형,S2,289
1094,276,289,A형,S3,406
1095,276,292,B형,S1,1960
1096,276,287,A형,S2,680
1097,276,286,A형,S1,466
1098,276,294,B형,S2,1710
1099,276,293,A형,S3,1210
1100,276,290,D형,S2,56
1101,276,288,A형,S1,540
1102,276,291,B형,S3,1582
1103,277,289,C형,S2,586
1104,277,290,B형,S2,1351
1105,277,293,B형,S3,1181
1106,277,284,A형,S2,87
1107,278,288,A형,S1,298
1108,278,291,A형,S1,185
1109,278,292,D형,S2,1653
1110,278,292,A형,S1,1483
1111,278,290,A형,S1,301
1112,278,292,C형,S1,1362
1113,278,286,B형,S1,358
1114,279,290,B형,S1,661
1115,279,298,A형,S1,1389
1116,279,294,A형,S2,1729
1117,279,289,C형,S1,629
1118,279,292,A형,S1,459
1119,280,292,A형,S2,91
1120,280,288,C형,S2,882
1121,280,291,A형,S3,1156
1122,280,291,D형,S1,274
1123,280,297,A형,S2,1343
1124,280,295,B형,S1,1309
1125,281,289,B형,S1,357
1126,281,288,B형,S1,219
1127,281,290,C형,S2,433
1128,281,289,A형,S2,399
1129,281,296,B형,S3,400
1130,282,293,C형,S2,1544
1131,282,291,A형,S1,490
1132,282,292,B형,S2,1025
1133,282,293,B형,S1,1560
1134,282,299,B형,S2,1340
1135,282,293,B형,S2,869
1136,282,297,B형,S1,1481
1137,282,290,C형,S2,88
1138,282,300,D형,S1,1232
1139,283,294,C형,S1,730
1140,284,291,D형,S1,435
1141,284,298,C형,S2,397
1142,284,304,A형,S2,1412
1143,284,298,A형,S1,1927
1144,284,294,A형,S2,276
1145,284,300,A형,S3,640
1146,285,301,A형,S3,576
1147,286,298,C형,S2,1006
1148,286,295,C형,S1,923
1149,286,297,B형,S1,1365
1150,286,299,B형,S3,273
1151,286,299,B형,S3,1034
1152,286,302,A형,S3,256
1153,286,300,D형,S1,1615
1154,286,299,A형,S1,1321
1155,287,303,A형,S1,1767
1156,287,302,B형,S2,1496
1157,287,303,A형,S3,1385
1158,287,294,D형,S2,772
1159,287,303,B형,S1,1695
1160,288,298,B형,S2,810
1161,288,300,A형,S1,526
1162,288,296,A형,S2,454
1163,288,301,B형,S1,1052
1164,288,299,A형,S1,1067
1165,288,298,A형,S1,542
1166,288,296,B형,S1,1181
1167,289,299,A형,S1,452
1168,289,309,C형,S3,1870
1169,290,298,C형,S2,113
1170,290,303,C형,S1,129
1171,290,298,D형,S3,689
1172,291,306,C형,S1,1822
1173,291,299,A형,S1,461
1174,291,307,B형,S3,1981
1175,291,305,A형,S3,705
1176,292,302,A형,S2,725
1177,292,306,A형,S1,256
1178,292,306,A형,S2,1465
1179,292,302,A형,S1,1740
1180,293,307,A형,S1,1658
1181,293,309,C형,S3,338
1182,293,311,A형,S1,1319
1183,294,305,A형,S1,926
1184,294,301,B형,S1,613
1185,294,310,A형,S2,1541
1186,294,310,C형,S2,1264
1187,295,307,A형,S1,1732
1188,295,306,B형,S1,1759
1189,295,313,A형,S3,1720
1190,295,308,B형,S1,258
1191,296,307,D형,S1,1257
1192,296,303,A형,S2,985
1193,296,310,B형,S1,391
1194,296,308,B형,S2,94
1195,296,305,A형,S1,447
1196,296,309,A형,S1,1697
1197,297,317,C형,S2,1385
1198,297,312,A형,S2,1568
1199,297,316,C형,S1,1805
1200,297,305,B형,S1,139
1201,298,314,C형,S3,843
1202,298,311,A형,S1,1504
1203,298,311,B형,S1,1485
1204,299,318,B형,S1,1398
1205,299,308,C형,S1,322
1206,299,310,A형,S1,296
1207,299,311,B형,S3,886
1208,300,313,B형,S1,1074
1209,300,315,B형,S3,670
1210,300,319,A형,S2,1394
1211,300,311,B형,S1,483
1212,300,307,C형,S1,704
1213,300,310,C형,S2,247
1214,300,307,A형,S2,1032
1215,301,317,B형,S1,1496
1216,301,319,A형,S1,1953
1217,301,314,B형,S3,519
1218,301,316,B형,S2,1289
1219,301,314,D형,S2,148
1220,302,312,A형,S3,1028
1221,302,317,D형,S1,1775
1222,303,317,A형,S1,178
1223,303,317,A형,S3,794
1224,303,310,A형,S1,286
1225,304,316,A형,S1,1085
1226,304,323,D형,S3,1709
1227,304,312,C형,S3,962
1228,304,325,D형,S3,1498
1229,304,316,B형,S2,643
1230,304,317,A형,S1,1678
1231,304,311,B형,S2,510
1232,305,315,D형,S1,1177
1233,305,316,A형,S1,744
1234,305,314,C형,S1,1173
1235,305,315,A형,S2,577
1236,306,320,C형,S3,1084
1237,306,316,B형,S2,575
1238,307,321,D형,S1,1483
1239,307,318,D형,S2,493
1240,307,315,A형,S1,693
1241,307,321,B형,S3,79
1242,307,314,A형,S1,1018
1243,307,316,B형,S1,54
1244,308,319,A형,S1,966
1245,308,319,B형,S1,1722
1246,308,319,B형,S1,1340
1247,308,316,A형,S1,1071
1248,309,316,B형,S1,471
1249,309,320,D형,S2,1748
1250,309,321,A형,S3,98
1251,310,325,D형,S3,427
1252,310,318,B형,S2,222
1253,310,317,A형,S1,742
1254,311,324,D형,S1,399
1255,312,322,B형,S2,346
1256,312,323,B형,S1,1721
1257,312,324,B형,S1,1108
1258,312,329,D형,S2,1447
1259,312,324,A형,S1,1077
1260,313,325,A형,S3,1512
1261,313,327,A형,S2,1526
1262,313,325,A형,S2,916
1263,313,328,C형,S3,1694
1264,313,327,B형,S1,250
1265,313,328,B형,S1,1883
1266,314,327,D형,S2,957
1267,315,325,B형,S3,353
1268,315,330,A형,S1,1732
1269,315,330,B형,S2,1354
1270,315,328,B형,S3,1042
1271,315,326,A형,S1,577
1272,315,327,A형,S2,1282
1273,316,332,B형,S2,1616
1274,316,330,C형,S1,779
1275,316,330,A형,S2,343
1276,316,325,D형,S3,342
1277,316,334,A형,S1,1596
1278,316,330,A형,S1,1271
1279,317,325,A형,S2,541
1280,317,329,B형,S1,995
1281,317,327,B형,S3,376
1282,317,326,C형,S1,723
1283,317,332,D형,S3,1622
1284,317,331,A형,S3,554
1285,317,334,C형,S3,1926
1286,318,332,A형,S3,1407
1287,318,328,B형,S2,159
1288,318,330,A형,S1,669
1289,319,331,D형,S2,655
1290,319,327,B형,S2,1173
1291,319,334,C형,S1,1996
1292,319,328,A형,S2,556
1293,319,326,C형,S1,396
1294,319,333,A형,S2,1519
1295,319,330,B형,S1,1266
1296,320,332,C형,S1,781
1297,320,342,A형,S3,1411
1298,320,330,B형,S2,983
1299,321,333,C형,S1,1777
1300,321,340,A형,S2,1858
1301,321,334,B형,S3,660
1302,321,340,A형,S2,1450
1303,321,329,A형,S2,1031
1304,321,340,B형,S1,1485
1305,321,329,B형,S2,767
1306,322,334,B형,S1,711
1307,322,337,D형,S3,87
1308,322,333,C형,S2,1688
1309,323,336,A형,S1,1058
1310,323,335,B형,S3,802
1311,323,335,C형,S2,1098
1312,323,335,C형,S1,1977
1313,323,333,C형,S1,1670
1314,324,336,B형,S1,1797
1315,324,333,A형,S2,781
1316,324,337,D형,S1,1335
1317,324,333,A형,S1,1068
1318,324,340,B형,S2,1671
1319,324,337,D형,S1,1474
1320,324,335,A형,S1,1110
1321,325,338,D형,S1,987
1322,325,339,A형,S1,1479
1323,326,338,A형,S2,1026
1324,326,338,B형,S1,293
1325,326,342,C형,S3,153
1326,326,344,B형,S1,1977
1327,326,334,C형,S1,554
1328,326,340,B형,S1,1610
1329,326,343,C형,S3,271
1330,326,334,A형,S2,327
1331,326,339,A형,S1,105
1332,327,339,A형,S1,523
1333,327,337,C형,S1,1959
1334,327,338,B형,S2,1171
1335,327,339,C형,S2,68
1336,327,343,A형,S2,1537
1337,328,340,C형,S1,1870
1338,328,339,D형,S1,340
1339,329,341,A형,S2,1123
1340,329,345,A형,S1,1923
1341,330,341,D형,S2,693
1342,330,337,D형,S2,724
1343,330,343,D형,S2,1257
1344,330,347,A형,S1,1990
1345,330,347,B형,S1,1857
1346,330,350,A형,S3,1517
1347,331,348,B형,S3,601
1348,331,344,B형,S2,996
1349,331,338,A형,S2,385
1350,331,339,B형,S1,757
1351,331,344,B형,S3,1916
1352,331,342,A형,S2,238
1353,331,338,A형,S1,298
1354,331,340,C형,S2,221
1355,332,339,A형,S1,438
1356,332,347,D형,S1,1277
1357,332,348,D형,S3,780
1358,332,344,D형,S1,1558
1359,333,350,C형,S2,1216
1360,333,344,A형,S2,1819
1361,333,350,A형,S3,676
1362,333,347,A형,S1,761
1363,334,345,A형,S2,118
1364,334,349,A형,S1,1878
1365,334,350,D형,S1,1676
1366,335,344,D형,S1,628
1367,335,345,C형,S2,504
1368,335,346,A형,S1,1882
1369,335,349,D형,S2,1052
1370,336,352,C형,S1,1841
1371,336,345,A형,S1,665
1372,336,347,A형,S3,352
1373,336,343,A형,S1,1194
1374,337,351,B형,S2,1728
1375,337,347,C형,S1,254
1376,337,355,A형,S1,1422
1377,338,349,B형,S1,119
1378,338,355,B형,S3,1419
1379,338,347,D형,S1,1764
1380,339,357,A형,S2,1688
1381,339,353,C형,S1,1239
1382,339,351,A형,S2,1096
1383,339,346,B형,S2,305
1384,339,351,C형,S1,1038
1385,340,353,C형,S3,1860
1386,340,349,C형,S1,765
1387,340,354,A형,S1,594
1388,340,352,A형,S1,1737
1389,340,356,A형,S3,1092
1390,340,357,A형,S3,1807
1391,340,347,A형,S1,132
1392,340,354,C형,S1,363
1393,340,354,A형,S2,1369
1394,340,356,A형,S1,1555
1395,341,357,C형,S3,1950
1396,341,349,C형,S1,587
1397,341,352,D형,S1,554
1398,342,353,B형,S1,408
1399,342,357,A형,S1,1500
1400,342,350,C형,S1,434
1401,342,360,A형,S1,1807
1402,342,352,C형,S3,1167
1403,342,358,A형,S2,1364
1404,342,354,A형,S1,595
1405,342,362,B형,S3,1470
1406,343,351,C형,S1,522
1407,343,355,B형,S3,389
1408,343,353,B형,S1,242
1409,343,350,B형,S1,346
1410,343,355,A형,S2,683
1411,344,358,A형,S1,253
1412,345,358,A형,S1,1559
1413,345,355,B형,S2,732
1414,345,353,A형,S2,92
1415,346,357,A형,S1,1794
1416,346,363,B형,S3,991
1417,346,361,B형,S2,1322
1418,346,362,A형,S2,1225
1419,347,361,D형,S2,1600
1420,347,361,D형,S1,146
1421,347,357,A형,S2,748
1422,348,359,B형,S1,623
1423,348,355,A형,S1,1163
1424,348,363,A형,S2,1817
1425,349,356,A형,S1,72
1426,349,360,A형,S1,1988
1427,349,359,A형,S2,974
1428,349,363,A형,S3,1708
1429,349,362,B형,S1,1908
1430,350,357,A형,S1,380
1431,350,357,D형,S1,495
1432,351,366,C형,S2,1540
1433,352,364,A형,S2,866
1434,352,362,C형,S1,929
1435,352,360,D형,S1,655
1436,352,360,A형,S2,382
1437,352,368,B형,S2,1688
1438,353,360,B형,S2,987
1439,354,362,A형,S2,66
1440,354,373,A형,S3,1849
1441,354,361,A형,S1,284
1442,355,370,B형,S3,1760
1443,355,373,A형,S1,1430
1444,355,362,B형,S1,813
1445,356,365,D형,S1,820
1446,356,364,A형,S1,173
1447,356,370,A형,S3,818
1448,356,375,D형,S3,1806
1449,356,374,B형,S1,1767
1450,356,371,B형,S1,1973
1451,356,369,A형,S1,1350
1452,356,370,B형,S3,1047
1453,357,372,B형,S1,1620
1454,357,365,B형,S1,489
1455,357,370,B형,S3,1805
1456,357,367,A형,S2,1110
1457,358,367,D형,S1,925
1458,358,370,C형,S3,1407
1459,358,370,D형,S2,1196
1460,358,367,A형,S1,990
1461,358,378,A형,S3,1805
1462,359,369,A형,S1,737
1463,359,369,A형,S1,1700
1464,359,368,A형,S3,533
1465,359,371,A형,S1,848
1466,360,371,A형,S2,628
1467,360,374,A형,S2,408
1468,360,370,D형,S1,147
1469,360,373,B형,S3,1156
1470,361,368,C형,S2,547
1471,361,376,A형,S1,1990
1472,361,371,A형,S2,1908
1473,361,368,D형,S1,677
1474,361,373,A형,S3,65
1475,362,376,A형,S2,1504
1476,362,379,B형,S1,1468
1477,362,373,A형,S2,745
1478,362,373,A형,S2,1588
1479,362,376,B형,S2,278
1480,363,374,B형,S1,839
1481,363,370,A형,S1,455
1482,363,381,B형,S3,1210
1483,363,374,B형,S3,183
1484,363,373,C형,S1,480
1485,363,376,A형,S1,359
1486,364,382,A형,S1,1352
1487,364,372,B형,S1,851
1488,364,381,A형,S3,1430
1489,364,372,C형,S2,300
1490,364,378,D형,S2,1482
1491,365,377,A형,S2,1177
1492,365,375,C형,S1,1008
1493,366,375,A형,S1,800
1494,366,385,D형,S1,1942
1495,366,375,A형,S1,1287
1496,366,385,A형,S2,1739
1497,366,377,A형,S3,542
1498,367,379,B형,S3,1166
1499,367,379,A형,S2,1408
1500,367,380,D형,S1,1380
1501,367,376,B형,S1,905
1502,367,377,B형,S2,585
1503,367,376,B형,S1,691
1504,368,380,B형,S2,1890
1505,368,378,D형,S2,539
1506,368,388,C형,S1,1308
1507,368,382,B형,S3,1391
1508,369,380,A형,S1,1795
1509,369,383,A형,S1,851
1510,369,381,A형,S3,612
1511,370,378,B형,S2,191
1512,370,384,A형,S3,1965
1513,370,383,D형,S3,902
1514,370,384,A형,S1,255
1515,370,383,B형,S2,165
1516,370,384,A형,S1,1084
1517,371,379,B형,S1,961
1518,371,383,B형,S1,265
1519,371,390,A형,S1,1776
1520,371,382,D형,S2,420
1521,371,379,A형,S2,786
1522,371,386,A형,S3,1540
1523,372,379,C형,S1,906
1524,372,381,A형,S2,178
1525,372,386,D형,S1,1354
1526,372,386,A형,S1,796
1527,372,384,A형,S2,1481
1528,373,384,C형,S1,423
1529,373,386,D형,S3,1227
1530,373,391,D형,S1,1708
1531,374,387,A형,S1,499
1532,374,389,B형,S3,210
1533,374,391,B형,S3,986
1534,374,386,C형,S1,706
1535,374,392,A형,S1,1261
1536,375,389,C형,S2,1719
1537,375,385,C형,S1,1854
1538,375,392,A형,S1,1389
1539,375,390,A형,S2,1870
1540,375,394,A형,S2,1421
1541,376,388,D형,S1,1876
1542,376,394,B형,S1,1982
1543,376,388,B형,S1,407
1544,376,385,D형,S2,95
1545,376,389,B형,S1,59
1546,376,391,D형,S3,1346
1547,377,390,A형,S1,755
1548,377,390,A형,S2,1502
1549,377,391,A형,S2,1736
1550,378,399,C형,S3,1508
1551,378,386,B형,S2,837
1552,378,393,C형,S3,1442
1553,378,394,B형,S2,1400
1554,378,385,C형,S1,190
1555,379,390,B형,S1,139
1556,379,390,B형,S2,213
1557,379,388,C형,S2,1092
1558,380,397,B형,S2,1556
1559,380,394,B형,S2,1666
1560,380,397,C형,S1,1242
1561,380,396,D형,S2,1902
1562,380,394,B형,S2,562
1563,381,391,A형,S1,522
1564,381,394,C형,S1,68
1565,382,395,B형,S2,313
1566,382,390,D형,S2,1090
1567,382,401,C형,S1,1560
1568,382,393,B형,S2,226
1569,382,392,D형,S2,1673
1570,382,400,B형,S1,1509
1571,382,391,C형,S1,297
1572,382,394,D형,S2,714
1573,382,393,B형,S3,1292
1574,383,394,D형,S2,1624
1575,383,394,B형,S1,1646
1576,384,391,B형,S2,236
1577,384,398,B형,S2,178
1578,385,401,B형,S3,1013
1579,385,395,C형,S1,495
1580,385,398,B형,S2,244
1581,387,394,C형,S1,930
1582,387,408,C형,S3,1571
1583,387,394,B형,S2,1095
1584,388,398,D형,S1,1141
1585,388,401,C형,S2,1242
1586,389,397,D형,S2,507
1587,389,403,A형,S1,1328
1588,389,407,A형,S1,1927
1589,389,403,B형,S1,227
1590,389,404,A형,S2,1379
1591,389,397,D형,S1,860
1592,390,402,B형,S1,705
1593,390,400,C형,S1,340
1594,390,403,A형,S2,1717
1595,390,404,B형,S2,903
1596,390,397,D형,S2,790
1597,390,408,D형,S1,1944
1598,391,408,B형,S1,1887
1599,391,400,B형,S2,239
1600,391,405,B형,S1,629
1601,391,400,A형,S1,625
1602,391,402,B형,S1,1969
1603,392,404,D형,S1,101
1604,393,406,D형,S1,171
1605,393,410,A형,S3,1690
1606,393,406,C형,S1,1482
1607,393,401,D형,S1,869
1608,394,405,B형,S2,618
1609,394,403,C형,S1,54
1610,394,403,C형,S1,876
1611,394,406,D형,S1,1127
1612,395,412,A형,S1,1290
1613,395,405,D형,S2,712
1614,395,403,D형,S1,139
1615,395,406,A형,S2,556
1616,395,405,B형,S1,485
1617,395,410,A형,S2,1933
1618,395,408,B형,S3,252
1619,396,416,C형,S2,1644
1620,397,417,C형,S3,1492
1621,397,410,D형,S2,967
1622,397,405,A형,S1,481
1623,397,409,A형,S1,242
1624,398,409,C형,S2,1021
1625,398,416,A형,S1,1575
1626,398,406,A형,S2,690
1627,399,412,A형,S1,1574
1628,399,416,C형,S3,510
1629,399,413,B형,S1,630
1630,399,409,C형,S1,1873
1631,399,410,C형,S1,1191
1632,400,407,C형,S2,1039
1633,400,412,C형,S3,1139
1634,400,414,D형,S2,1318
1635,401,413,A형,S2,1158
1636,401,418,B형,S2,1423
1637,401,408,B형,S1,506
1638,401,416,B형,S2,1651
1639,401,414,C형,S2,68
1640,402,414,C형,S2,563
1641,402,410,A형,S1,660
1642,402,409,A형,S1,203
1643,402,416,C형,S1,1634
1644,403,413,C형,S1,961
1645,403,412,A형,S1,1452
1646,403,414,A형,S1,381
1647,404,415,A형,S2,1985
1648,404,422,A형,S3,89
1649,404,420,A형,S2,1301
1650,404,420,A형,S2,1843
1651,404,417,A형,S2,1750
1652,405,422,A형,S1,1271
1653,405,419,A형,S1,1958
1654,407,416,A형,S2,858
1655,407,421,A형,S2,742
1656,407,414,B형,S2,316
1657,407,423,C형,S3,1404
1658,407,422,D형,S2,1534
1659,408,424,B형,S3,164
1660,408,419,A형,S1,1089
1661,408,421,A형,S3,1259
1662,409,419,C형,S2,389
1663,409,420,B형,S2,1041
1664,410,426,B형,S2,1965
1665,410,428,C형,S1,1601
1666,410,424,C형,S1,1904
1667,410,421,D형,S3,1079
1668,410,427,A형,S2,1857
1669,411,425,A형,S3,1930
1670,411,422,A형,S1,1661
1671,411,425,B형,S2,907
1672,411,420,B형,S2,1086
1673,412,423,A형,S1,952
1674,413,427,A형,S2,635
1675,413,424,B형,S1,1159
1676,413,428,A형,S1,1320
1677,414,429,A형,S1,1675
1678,414,428,B형,S2,345
1679,414,428,D형,S2,1047
1680,415,426,B형,S3,1252
1681,415,438,C형,S3,1242
1682,415,430,B형,S3,178
1683,415,437,B형,S3,1483
1684,415,422,A형,S2,76
1685,416,429,A형,S1,1303
1686,416,433,C형,S2,1445
1687,416,428,B형,S1,635
1688,416,427,A형,S2,718
1689,417,426,D형,S1,597
1690,417,426,D형,S2,1409
1691,417,428,A형,S2,461
1692,417,428,B형,S1,1570
1693,418,434,B형,S3,628
1694,418,431,A형,S1,1678
1695,418,431,B형,S1,1927
1696,419,434,A형,S1,1250
1697,419,432,C형,S1,86
1698,420,436,A형,S1,1701
1699,420,433,D형,S1,1525
1700,420,432,A형,S1,1334
1701,420,435,A형,S3,1809
1702,420,438,A형,S1,1858
1703,420,428,D형,S3,923
1704,421,432,C형,S2,1798
1705,422,431,A형,S1,1062
1706,422,434,B형,S1,134
1707,422,440,B형,S3,1056
1708,422,436,B형,S1,571
1709,422,435,A형,S2,1483
1710,422,436,D형,S2,808
1711,422,439,A형,S1,1484
1712,423,431,C형,S1,541
1713,423,436,A형,S1,1694
1714,423,437,B형,S1,394
1715,423,430,B형,S2,449
1716,423,439,B형,S2,1753
1717,423,442,B형,S1,1482
1718,424,436,B형,S2,98
1719,424,434,A형,S1,923
1720,424,432,A형,S2,404
1721,425,441,D형,S1,1777
1722,425,436,A형,S1,1532
1723,425,441,B형,S1,1549
1724,425,439,A형,S3,485
1725,425,442,B형,S3,1459
1726,425,439,D형,S1,553
1727,425,443,B형,S2,1236
1728,426,441,A형,S1,1936
1729,426,441,A형,S1,1601
1730,426,446,A형,S3,1537
1731,427,438,A형,S1,353
1732,427,439,A형,S2,924
1733,427,438,A형,S3,1165
1734,427,434,D형,S1,315
1735,428,443,A형,S3,1280
1736,428,442,B형,S2,574
1737,428,441,A형,S1,1988
1738,428,438,A형,S1,1963
1739,428,436,C형,S1,1070
1740,429,441,A형,S1,1592
1741,429,445,A형,S1,1914
1742,430,441,C형,S1,186
1743,430,440,A형,S1,429
1744,430,450,A형,S1,1428
1745,430,441,D형,S1,421
1746,430,438,A형,S2,783
1747,430,443,C형,S2,1785
1748,431,443,A형,S2,1453
1749,431,441,B형,S2,931
1750,431,440,A형,S3,626
1751,432,446,A형,S2,865
1752,432,439,D형,S1,303
1753,432,442,D형,S1,1698
1754,433,443,A형,S2,88
1755,433,447,C형,S2,304
1756,433,444,A형,S1,626
1757,433,444,A형,S2,822
1758,434,450,A형,S3,1727
1759,434,446,B형,S2,1505
1760,434,446,C형,S1,1787
1761,434,451,C형,S3,1390
1762,434,448,C형,S1,1382
1763,434,441,B형,S1,471
1764,434,450,A형,S1,1508
1765,434,449,A형,S3,887
1766,435,449,B형,S1,429
1767,435,453,D형,S2,1694
1768,436,445,B형,S1,740
1769,436,450,B형,S1,1941
1770,436,452,D형,S1,1803
1771,436,447,D형,S1,1650
1772,436,451,C형,S1,1973
1773,436,445,B형,S1,607
1774,437,450,A형,S2,913
1775,437,447,C형,S2,429
1776,437,453,B형,S1,1563
1777,437,447,C형,S3,819
1778,437,458,A형,S3,1870
1779,438,451,D형,S1,354
1780,438,454,A형,S1,1994
1781,438,449,C형,S1,423
1782,439,448,D형,S1,626
1783,439,456,A형,S1,1920
1784,439,455,D형,S1,1325
1785,439,453,B형,S3,965
1786,439,452,B형,S2,810
1787,440,449,A형,S1,600
1788,440,449,A형,S2,956
1789,440,454,A형,S1,473
1790,440,456,B형,S3,950
1791,441,453,B형,S2,1158
1792,441,451,C형,S2,593
1793,441,448,C형,S1,745
1794,441,455,A형,S1,87
1795,441,454,A형,S2,1781
1796,441,452,C형,S1,1544
1797,442,455,D형,S1,1973
1798,442,460,A형,S1,1407
1799,443,457,B형,S3,1998
1800,443,457,A형,S1,1689
1801,443,455,D형,S3,411
1802,443,451,A형,S2,348
1803,443,457,D형,S3,1329
1804,443,454,C형,S1,512
1805,444,456,A형,S2,1506
1806,444,457,C형,S2,1212
1807,444,458,B형,S1,1965
1808,444,459,B형,S3,1876
1809,445,464,B형,S1,1671
1810,445,458,D형,S1,969
1811,445,462,B형,S1,1401
1812,446,461,C형,S3,441
1813,446,462,B형,S2,1841
1814,446,461,B형,S1,1209
1815,447,464,D형,S1,1246
1816,447,457,A형,S1,1917
1817,447,456,D형,S1,940
1818,447,463,D형,S3,1742
1819,447,462,C형,S3,1496
1820,448,462,B형,S2,1802
1821,449,463,B형,S1,322
1822,450,460,D형,S1,850
1823,450,460,B형,S2,1225
1824,450,460,C형,S3,561
1825,450,464,C형,S1,768
1826,451,463,D형,S1,1747
1827,451,467,B형,S2,1763
1828,451,467,C형,S1,1586
1829,451,464,A형,S3,505
1830,451,467,A형,S1,1710
1831,451,463,A형,S3,219
1832,452,465,C형,S1,812
1833,452,460,B형,S1,237
1834,452,466,D형,S1,608
1835,452,463,A형,S2,1568
1836,452,464,A형,S3,518
1837,452,463,C형,S1,1001
1838,453,468,B형,S3,1747
1839,453,464,A형,S3,573
1840,453,472,C형,S3,1842
1841,453,461,A형,S1,1173
1842,454,466,D형,S1,765
1843,454,470,A형,S1,1279
1844,454,464,D형,S1,1755
1845,455,468,B형,S1,686
1846,455,465,D형,S1,793
1847,456,465,A형,S3,202
1848,456,470,D형,S1,923
1849,457,469,A형,S1,694
1850,457,470,B형,S1,1154
1851,458,472,B형,S1,1263
1852,458,472,B형,S2,481
1853,458,472,C형,S2,710
1854,458,468,C형,S2,571
1855,458,472,A형,S1,213
1856,459,471,A형,S3,569
1857,459,475,C형,S1,1377
1858,459,470,B형,S1,557
1859,459,471,B형,S2,859
1860,459,467,B형,S3,1055
1861,460,469,D형,S3,69
1862,460,471,A형,S3,245
1863,460,467,D형,S1,145
1864,461,475,A형,S3,1571
