time_idx,machine_id,shift,diameter_mm,is_anomaly
936,M03,야간,9.6547,0
937,M02,야간,9.9736,0
938,M02,야간,10.2821,0
939,M02,야간,10.2598,0
940,M02,야간,10.0635,0
941,M03,야간,10.2659,0
942,M01,야간,10.1472,0
943,M02,야간,10.3601,0
944,M02,야간,10.0868,0
945,M01,야간,9.8933,0
946,M03,야간,10.1008,0
947,M02,야간,9.1208,0
948,M01,야간,10.1149,0
949,M02,야간,8.9055,0
950,M03,야간,9.483,0
951,M03,야간,10.1355,0
952,M01,야간,10.1433,0
953,M02,야간,9.6513,0
954,M01,야간,9.7864,0
955,M02,야간,10.4112,0
956,M02,야간,9.8548,0
957,M02,야간,10.6729,0
958,M03,야간,9.9994,0
959,M02,야간,10.1224,0
960,M02,주간,10.4851,0
961,M01,주간,10.0393,0
962,M01,주간,9.6993,0
963,M03,주간,9.9671,0
964,M02,주간,9.9893,0
965,M03,주간,9.5906,0
966,M02,주간,9.9233,0
967,M02,주간,9.7773,0
968,M02,주간,10.2773,0
969,M02,주간,10.0104,0
970,M01,주간,9.9152,0
971,M01,주간,9.9681,0
972,M02,주간,10.0669,0
973,M02,주간,10.185,0
974,M02,주간,9.7001,0
975,M02,주간,9.6875,0
976,M01,주간,10.3314,0
977,M03,주간,9.8763,0
978,M02,주간,9.5749,0
979,M01,주간,10.1331,0
980,M02,주간,10.139,0
981,M03,주간,9.5408,0
982,M03,주간,10.0688,0
983,M01,주간,10.2207,0
984,M03,주간,10.1123,0
985,M02,주간,10.1896,0
986,M02,주간,9.5787,0
987,M02,주간,10.0993,0
988,M03,주간,9.9092,0
989,M01,주간,9.8552,0
990,M01,주간,10.2612,0
991,M02,주간,10.4438,0
992,M01,주간,10.5383,0
993,M03,주간,10.3944,0
994,M03,주간,9.9671,0
995,M02,주간,10.1058,0
996,M03,주간,10.23,0
997,M01,주간,10.0364,0
998,M02,주간,10.0392,0
999,M02,주간,10.2471,0
1000,M01,주간,9.9822,0
1001,M01,주간,9.7812,0
1002,M02,주간,9.8757,0
1003,M02,주간,10.1902,0
1004,M01,주간,10.0009,0
1005,M02,주간,10.1021,0
1006,M03,주간,10.201,0
1007,M01,주간,9.8875,0
1008,M03,주간,10.2269,0
1009,M02,주간,10.1137,0
1010,M02,주간,9.6296,0
1011,M03,주간,10.4327,0
1012,M02,주간,9.8498,0
1013,M03,주간,9.5035,0
1014,M01,주간,9.6865,0
1015,M01,주간,9.6937,0
1016,M02,주간,10.0157,0
1017,M01,주간,9.9178,0
1018,M01,주간,9.899,0
1019,M02,주간,10.1859,0
1020,M03,주간,10.102,0
1021,M01,주간,10.0948,0
1022,M03,주간,10.1229,0
1023,M02,주간,10.1848,0
1024,M01,주간,9.3676,0
1025,M01,주간,9.8907,0
1026,M03,주간,9.3459,0
1027,M01,주간,10.0108,0
1028,M02,주간,9.9986,0
1029,M03,주간,10.3137,0
1030,M02,주간,10.3563,0
1031,M01,주간,10.0608,0
1032,M01,주간,9.8499,0
1033,M03,주간,10.1455,0
1034,M02,주간,9.8416,0
1035,M01,주간,9.9996,0
1036,M01,주간,10.2958,0
1037,M02,주간,9.8327,0
1038,M01,주간,10.2417,0
1039,M02,주간,10.2032,0
1040,M01,주간,9.7136,0
1041,M03,주간,10.2922,0
1042,M02,주간,10.2096,0
1043,M03,주간,10.0306,0
1044,M01,주간,9.7713,0
1045,M02,주간,9.7422,0
1046,M01,주간,9.8387,0
1047,M02,주간,10.1628,0
1048,M03,주간,9.7133,0
1049,M01,주간,10.1313,0
1050,M03,주간,9.6275,0
1051,M02,주간,9.9388,0
1052,M03,주간,10.0329,0
1053,M01,주간,10.7335,0
1054,M03,주간,9.5868,0
1055,M02,주간,10.4416,0
1056,M01,주간,10.045,0
1057,M01,주간,10.1234,0
1058,M03,주간,10.0355,0
1059,M03,주간,10.1334,0
1060,M01,주간,9.9539,0
1061,M02,주간,10.4362,0
1062,M03,주간,9.8631,0
1063,M02,주간,10.3397,0
1064,M01,주간,9.8067,0
1065,M02,주간,9.9819,0
1066,M02,주간,9.6784,0
1067,M01,주간,10.1365,0
1068,M03,주간,10.4335,0
1069,M01,주간,9.9768,0
1070,M03,주간,9.9409,0
1071,M03,주간,9.6656,0
1072,M03,주간,9.9312,0
1073,M03,주간,9.5222,0
1074,M01,주간,9.7261,0
1075,M01,주간,10.068,0
1076,M03,주간,10.3957,0
1077,M03,주간,10.8428,0
1078,M03,주간,9.824,0
1079,M02,주간,10.4306,0
1080,M02,주간,10.0731,0
1081,M01,주간,9.9546,0
1082,M01,주간,10.1298,0
1083,M02,주간,10.0186,0
1084,M01,주간,10.0331,0
1085,M01,주간,9.8775,0
1086,M01,주간,9.5806,0
1087,M01,주간,9.5369,0
1088,M03,주간,10.196,0
1089,M03,주간,9.917,0
1090,M03,주간,9.8212,0
1091,M01,주간,10.0026,0
1092,M02,주간,10.2385,0
1093,M03,주간,10.0541,0
1094,M02,주간,9.8032,0
1095,M02,주간,10.3679,0
1096,M03,주간,10.4738,0
1097,M03,주간,10.1484,0
1098,M03,주간,10.2921,0
1099,M02,주간,10.3726,0
1100,M02,주간,10.339,0
1101,M03,주간,10.1842,0
1102,M03,주간,10.1795,0
1103,M02,주간,10.1559,0
1104,M02,주간,9.6708,0
1105,M02,주간,10.2102,0
1106,M01,주간,9.5933,0
1107,M02,주간,9.7616,0
1108,M02,주간,10.3911,0
1109,M03,주간,10.2521,0
1110,M02,주간,10.4462,0
1111,M01,주간,9.9185,0
1112,M03,주간,9.6543,0
1113,M02,주간,9.9279,0
1114,M01,주간,10.0306,0
1115,M03,주간,10.0237,0
1116,M02,주간,10.3401,0
1117,M02,주간,9.8916,0
1118,M03,주간,10.1056,0
1119,M03,주간,9.7034,0
1120,M02,오후,10.1351,0
1121,M02,오후,10.0009,0
1122,M03,오후,9.7751,0
1123,M01,오후,9.9293,0
1124,M03,오후,9.9447,0
1125,M02,오후,9.919,0
1126,M03,오후,10.5314,0
1127,M02,오후,9.9705,0
1128,M03,오후,9.9268,0
1129,M01,오후,9.3708,0
1130,M03,오후,9.7317,0
1131,M01,오후,9.9211,0
1132,M02,오후,9.7942,0
1133,M01,오후,10.4145,0
1134,M03,오후,9.9505,0
1135,M03,오후,10.3865,0
1136,M01,오후,10.0185,0
1137,M03,오후,10.0112,0
1138,M01,오후,9.9734,0
1139,M02,오후,10.0011,0
1140,M01,오후,10.5156,0
1141,M01,오후,9.3041,0
1142,M01,오후,9.3995,0
1143,M02,오후,9.837,0
1144,M02,오후,10.0044,0
1145,M03,오후,10.207,0
1146,M01,오후,10.1419,0
1147,M03,오후,9.8847,0
1148,M01,오후,10.3057,0
1149,M01,오후,10.3091,0
1150,M01,오후,10.0552,0
1151,M01,오후,10.2888,0
1152,M02,오후,10.0818,0
1153,M03,오후,9.8316,0
1154,M03,오후,10.2093,0
1155,M03,오후,10.0332,0
1156,M02,오후,10.0004,0
1157,M01,오후,10.4419,0
1158,M02,오후,9.2647,0
1159,M03,오후,9.5747,0
1160,M01,오후,9.6439,0
1161,M01,오후,9.891,0
1162,M03,오후,9.9236,0
1163,M01,오후,9.5478,0
1164,M03,오후,9.7045,0
1165,M03,오후,9.7417,0
1166,M02,오후,10.7372,0
1167,M02,오후,10.5405,0
1168,M01,오후,9.8765,0
1169,M02,오후,9.8909,0
1170,M03,오후,9.6552,0
1171,M03,오후,9.4276,0
1172,M02,오후,9.9649,0
1173,M03,오후,9.7006,0
1174,M03,오후,9.9745,0
1175,M01,오후,9.5199,0
1176,M02,오후,9.7714,0
1177,M02,오후,10.0446,0
1178,M02,오후,10.1099,0
1179,M03,오후,10.1252,0
1180,M03,오후,9.6039,0
1181,M02,오후,10.2564,0
1182,M01,오후,9.7599,0
1183,M03,오후,10.1899,0
1184,M03,오후,9.9968,0
1185,M03,오후,9.5871,0
1186,M02,오후,9.9051,0
1187,M01,오후,10.1096,0
1188,M02,오후,10.1839,0
1189,M01,오후,9.9577,0
1190,M02,오후,10.4595,0
1191,M03,오후,10.3023,0
1192,M01,오후,9.923,0
1193,M03,오후,10.225,0
1194,M01,오후,10.5801,0
1195,M01,오후,10.5881,0
1196,M03,오후,9.6316,0
1197,M01,오후,9.722,0
1198,M03,오후,10.4455,0
1199,M03,오후,9.6825,0
1200,M01,오후,9.6032,0
1201,M01,오후,9.8541,0
1202,M01,오후,10.1261,0
1203,M01,오후,9.9693,0
1204,M03,오후,9.8048,0
1205,M03,오후,9.7977,0
1206,M03,오후,9.7863,0
1207,M03,오후,9.7361,0
1208,M03,오후,10.6845,0
1209,M03,오후,10.0893,0
1210,M03,오후,10.266,0
1211,M02,오후,9.8533,0
1212,M03,오후,9.9442,0
1213,M01,오후,9.7859,0
1214,M02,오후,9.2045,0
1215,M03,오후,9.5866,0
1216,M01,오후,9.4568,0
1217,M01,오후,9.3251,0
1218,M01,오후,9.6414,0
1219,M01,오후,10.3975,0
1220,M02,오후,9.9867,0
1221,M03,오후,10.3872,0
1222,M01,오후,10.1233,0
1223,M03,오후,10.2348,0
1224,M03,오후,9.7297,0
1225,M03,오후,10.1572,0
1226,M03,오후,10.2186,0
1227,M01,오후,9.827,0
1228,M02,오후,10.1679,0
1229,M03,오후,10.1699,0
1230,M03,오후,9.8351,0
1231,M02,오후,9.6632,0
1232,M03,오후,9.6448,0
1233,M03,오후,10.026,0
1234,M01,오후,10.0981,0
1235,M03,오후,9.7622,0
1236,M01,오후,10.008,0
1237,M02,오후,10.1712,0
1238,M01,오후,10.1855,0
1239,M03,오후,10.4656,0
1240,M01,오후,10.3831,0
1241,M02,오후,9.6996,0
1242,M03,오후,10.5051,0
1243,M03,오후,9.8407,0
1244,M01,오후,10.3135,0
1245,M03,오후,10.0204,0
1246,M02,오후,9.8764,0
1247,M03,오후,9.4577,0
1248,M02,오후,9.9485,0
1249,M01,오후,9.5322,0
1250,M01,오후,10.2902,0
1251,M01,오후,10.455,0
1252,M03,오후,9.7609,0
1253,M03,오후,10.0906,0
1254,M02,오후,9.7824,0
1255,M03,오후,9.8115,0
1256,M01,오후,10.2323,0
1257,M03,오후,9.9884,0
1258,M01,오후,10.5219,0
1259,M01,오후,9.8553,0
1260,M03,오후,10.2998,0
1261,M02,오후,10.0292,0
1262,M01,오후,10.2387,0
1263,M03,오후,9.8659,0
1264,M01,오후,9.9851,0
1265,M03,오후,9.9654,0
1266,M01,오후,9.7492,0
1267,M01,오후,10.1986,0
1268,M01,오후,10.1951,0
1269,M02,오후,10.1781,0
1270,M01,오후,10.4611,0
1271,M01,오후,10.4348,0
1272,M03,오후,9.8875,0
1273,M02,오후,10.1119,0
1274,M02,오후,9.8129,0
1275,M01,오후,10.007,0
1276,M01,오후,9.8201,0
1277,M01,오후,10.486,0
1278,M03,오후,10.1091,0
1279,M01,오후,9.9346,0
1280,M01,야간,10.3581,0
1281,M03,야간,9.3488,0
1282,M02,야간,9.3958,0
1283,M03,야간,10.2388,0
1284,M02,야간,10.0181,0
1285,M03,야간,10.0751,0
1286,M03,야간,9.6021,0
1287,M02,야간,9.993,0
1288,M03,야간,10.6011,0
1289,M02,야간,10.2473,0
1290,M03,야간,10.0509,0
1291,M02,야간,9.8683,0
1292,M03,야간,9.8816,0
1293,M02,야간,9.3612,0
1294,M02,야간,10.0773,0
1295,M02,야간,10.2536,0
1296,M03,야간,9.5273,0
1297,M03,야간,9.8016,0
1298,M03,야간,9.6528,0
1299,M03,야간,9.7104,0
1300,M01,야간,10.016,0
1301,M03,야간,9.3747,0
1302,M03,야간,10.1843,0
1303,M01,야간,10.2262,0
1304,M03,야간,9.9247,0
1305,M02,야간,9.2558,0
1306,M01,야간,9.7011,0
1307,M01,야간,10.3699,0
1308,M02,야간,9.1666,0
1309,M01,야간,9.8957,0
1310,M03,야간,9.646,0
1311,M03,야간,10.2414,0
1312,M03,야간,9.7975,0
1313,M02,야간,10.1212,0
1314,M02,야간,10.1696,0
1315,M03,야간,10.5509,0
1316,M03,야간,9.9391,0
1317,M01,야간,10.1128,0
1318,M02,야간,9.5545,0
1319,M03,야간,10.3571,0
1320,M03,야간,9.7718,0
1321,M03,야간,9.8318,0
1322,M01,야간,9.9933,0
1323,M02,야간,9.5311,0
1324,M01,야간,10.0686,0
1325,M03,야간,10.2902,0
1326,M02,야간,10.0879,0
1327,M01,야간,9.5233,0
1328,M01,야간,9.9629,0
1329,M03,야간,10.2226,0
1330,M03,야간,9.4366,0
1331,M03,야간,9.6776,0
1332,M03,야간,10.263,0
1333,M03,야간,10.081,0
1334,M03,야간,10.1236,0
1335,M03,야간,10.5578,0
1336,M03,야간,10.1406,0
1337,M02,야간,10.1974,0
1338,M03,야간,10.8132,0
1339,M03,야간,9.9359,0
1340,M01,야간,9.7606,0
1341,M03,야간,10.1283,0
1342,M02,야간,10.1317,0
1343,M01,야간,9.842,0
1344,M01,야간,9.6903,0
1345,M01,야간,10.693,0
1346,M03,야간,10.0981,0
1347,M03,야간,9.7803,0
1348,M01,야간,10.2748,0
1349,M02,야간,9.9673,0
1350,M02,야간,9.9241,0
1351,M02,야간,10.1687,0
1352,M02,야간,9.6124,0
1353,M03,야간,10.1058,0
1354,M02,야간,10.5739,0
1355,M02,야간,10.1399,0
1356,M02,야간,9.8871,0
1357,M02,야간,9.8479,0
1358,M03,야간,9.8769,0
1359,M02,야간,9.9238,0
1360,M03,야간,9.8867,0
1361,M02,야간,10.2749,0
1362,M03,야간,9.48,0
1363,M03,야간,10.2586,0
1364,M03,야간,9.8861,0
1365,M02,야간,10.1131,0
1366,M02,야간,9.6619,0
1367,M02,야간,10.3986,0
1368,M02,야간,10.3737,0
1369,M03,야간,10.2879,0
1370,M03,야간,9.5456,0
1371,M03,야간,10.2487,0
1372,M03,야간,10.1215,0
1373,M03,야간,9.5184,0
1374,M02,야간,9.9927,0
1375,M01,야간,10.1094,0
1376,M02,야간,10.1668,0
1377,M03,야간,10.0532,0
1378,M03,야간,10.0874,0
1379,M02,야간,10.4421,0
1380,M03,야간,10.3678,0
1381,M01,야간,9.1399,0
1382,M02,야간,9.9048,0
1383,M03,야간,9.9506,0
1384,M02,야간,9.4744,0
1385,M03,야간,10.0283,0
1386,M02,야간,10.3746,0
1387,M02,야간,9.674,0
1388,M02,야간,10.1009,0
1389,M03,야간,9.7253,0
1390,M01,야간,9.7984,0
1391,M01,야간,10.4432,0
1392,M02,야간,9.8372,0
1393,M01,야간,10.1387,0
1394,M02,야간,9.4386,0
1395,M02,야간,10.5587,0
1396,M01,야간,10.1808,0
1397,M02,야간,9.9453,0
1398,M02,야간,10.1727,0
1399,M03,야간,9.5771,0
1400,M01,야간,10.3548,0
1401,M03,야간,9.9028,0
1402,M02,야간,9.9388,0
1403,M03,야간,9.8525,0
1404,M01,야간,9.8258,0
1405,M01,야간,10.2084,0
1406,M02,야간,10.0768,0
1407,M02,야간,10.1955,0
1408,M02,야간,9.9974,0
1409,M01,야간,10.154,0
1410,M02,야간,9.8743,0
1411,M03,야간,10.6689,0
1412,M03,야간,9.5296,0
1413,M01,야간,10.3783,0
1414,M02,야간,10.4104,0
1415,M02,야간,9.7444,0
1416,M02,야간,10.6688,0
1417,M03,야간,10.2986,0
1418,M02,야간,10.2913,0
1419,M03,야간,10.0084,0
1420,M03,야간,9.9348,0
1421,M01,야간,9.9372,0
1422,M03,야간,10.1172,0
1423,M01,야간,10.4204,0
1424,M02,야간,10.0544,0
1425,M02,야간,9.7266,0
1426,M02,야간,10.2473,0
1427,M02,야간,10.2763,0
1428,M01,야간,10.1964,0
1429,M01,야간,10.2236,0
1430,M03,야간,9.9187,0
1431,M03,야간,9.7213,0
1432,M03,야간,9.7395,0
1433,M02,야간,9.5094,0
1434,M03,야간,10.0711,0
1435,M02,야간,9.975,0
1436,M01,야간,9.868,0
1437,M01,야간,9.1133,0
1438,M01,야간,9.6258,0
1439,M02,야간,10.3363,0
1440,M03,주간,9.8006,0
1441,M01,주간,10.1082,0
1442,M02,주간,9.5828,0
1443,M01,주간,10.4316,0
1444,M02,주간,9.9568,0
1445,M02,주간,10.087,0
1446,M01,주간,10.6977,0
1447,M02,주간,10.4549,0
1448,M01,주간,9.908,0
1449,M03,주간,9.822,0
1450,M03,주간,9.9023,0
1451,M03,주간,10.153,0
1452,M03,주간,9.9684,0
1453,M01,주간,9.8814,0
1454,M03,주간,10.4402,0
1455,M01,주간,9.9657,0
1456,M03,주간,10.6899,0
1457,M03,주간,10.0272,0
1458,M03,주간,10.5356,0
1459,M03,주간,10.1072,0
1460,M03,주간,10.2889,0
1461,M03,주간,9.7826,0
1462,M01,주간,9.7439,0
1463,M01,주간,10.1379,0
1464,M03,주간,10.2966,0
1465,M01,주간,10.0121,0
1466,M02,주간,9.6141,0
1467,M01,주간,9.5919,0
1468,M02,주간,9.5719,0
1469,M03,주간,9.4697,0
1470,M03,주간,10.0328,0
1471,M02,주간,10.3375,0
1472,M02,주간,9.996,0
1473,M02,주간,9.3219,0
1474,M02,주간,9.9428,0
1475,M02,주간,9.9512,0
1476,M03,주간,10.6288,0
1477,M01,주간,9.5629,0
1478,M02,주간,9.8828,0
1479,M02,주간,10.5118,0
1480,M02,주간,10.135,0
1481,M01,주간,10.169,0
1482,M01,주간,10.0344,0
1483,M02,주간,10.099,0
1484,M03,주간,10.2333,0
1485,M03,주간,9.7572,0
1486,M03,주간,10.2634,0
1487,M03,주간,9.5881,0
1488,M02,주간,10.0985,0
1489,M01,주간,10.0536,0
1490,M02,주간,9.8151,0
1491,M03,주간,9.9932,0
1492,M02,주간,9.8132,0
1493,M03,주간,9.6785,0
1494,M01,주간,9.8939,0
1495,M01,주간,9.6688,0
1496,M01,주간,10.0968,0
1497,M01,주간,9.655,0
1498,M02,주간,10.2136,0
1499,M02,주간,9.6456,0
1500,M02,주간,9.8301,0
1501,M01,주간,9.8126,0
1502,M02,주간,10.3975,0
1503,M01,주간,10.0991,0
1504,M02,주간,9.9365,0
1505,M01,주간,10.1496,0
1506,M01,주간,9.3678,0
1507,M01,주간,9.9871,0
1508,M01,주간,10.5993,0
1509,M02,주간,10.0397,0
1510,M02,주간,10.0204,0
1511,M02,주간,10.1644,0
1512,M02,주간,10.2687,0
1513,M01,주간,9.4008,0
1514,M01,주간,9.4953,0
1515,M03,주간,10.0631,0
1516,M03,주간,9.7855,0
1517,M01,주간,10.3936,0
1518,M01,주간,9.9054,0
1519,M01,주간,9.4196,0
1520,M01,주간,9.6196,0
1521,M01,주간,9.1751,0
1522,M02,주간,9.9298,0
1523,M03,주간,9.9435,0
1524,M03,주간,9.8727,0
1525,M03,주간,10.3237,0
1526,M02,주간,10.3596,0
1527,M02,주간,9.9489,0
1528,M02,주간,9.3596,0
1529,M01,주간,10.1852,0
1530,M02,주간,10.1666,0
1531,M01,주간,10.0928,0
1532,M02,주간,10.2944,0
1533,M01,주간,9.6506,0
1534,M03,주간,10.6026,0
1535,M03,주간,9.7122,0
1536,M03,주간,10.2248,0
1537,M01,주간,9.4938,0
1538,M01,주간,9.7209,0
1539,M03,주간,10.4549,0
1540,M03,주간,9.9217,0
1541,M02,주간,10.252,0
1542,M01,주간,10.0711,0
1543,M02,주간,9.9685,0
1544,M02,주간,10.4092,0
1545,M03,주간,9.929,0
1546,M02,주간,9.4658,0
1547,M01,주간,9.759,0
1548,M03,주간,10.1654,0
1549,M03,주간,10.1187,0
1550,M01,주간,9.5299,0
1551,M01,주간,9.7827,0
1552,M01,주간,9.8255,0
1553,M03,주간,9.8904,0
1554,M02,주간,9.5872,0
1555,M02,주간,9.8115,0
1556,M03,주간,9.7814,0
1557,M01,주간,10.2315,0
1558,M01,주간,10.2427,0
1559,M03,주간,9.9563,0
1560,M02,주간,9.8824,0
1561,M01,주간,10.042,0
1562,M03,주간,9.755,0
1563,M01,주간,9.656,0
1564,M03,주간,9.7179,0
1565,M03,주간,9.8096,0
1566,M03,주간,9.651,0
1567,M02,주간,10.0486,0
1568,M01,주간,10.2189,0
1569,M03,주간,9.5239,0
1570,M02,주간,10.0075,0
1571,M02,주간,9.934,0
1572,M01,주간,10.1025,0
1573,M02,주간,9.9961,0
1574,M02,주간,9.5639,0
1575,M01,주간,9.6213,0
1576,M03,주간,10.0088,0
1577,M01,주간,10.3086,0
1578,M03,주간,9.3357,0
1579,M03,주간,10.1037,0
1580,M02,주간,10.3569,0
1581,M01,주간,9.9541,0
1582,M02,주간,10.1651,0
1583,M02,주간,9.7891,0
1584,M02,주간,9.9642,0
1585,M01,주간,9.5137,0
1586,M02,주간,9.2967,0
1587,M01,주간,10.2828,0
1588,M02,주간,9.7045,0
1589,M02,주간,9.8633,0
1590,M02,주간,9.5841,0
1591,M03,주간,9.577,0
1592,M03,주간,9.9478,0
1593,M03,주간,9.7811,0
1594,M03,주간,10.1134,0
1595,M03,주간,10.1358,0
1596,M01,주간,10.0963,0
1597,M01,주간,10.0716,0
1598,M02,주간,10.4733,0
1599,M02,주간,9.6797,0
1600,M03,오후,9.9835,0
1601,M01,오후,10.3398,0
1602,M01,오후,10.3794,0
1603,M03,오후,9.5735,0
1604,M03,오후,9.9063,0
1605,M01,오후,10.4074,0
1606,M01,오후,10.1524,0
1607,M02,오후,10.0586,0
1608,M02,오후,9.9347,0
1609,M01,오후,9.8849,0
1610,M02,오후,10.0865,0
1611,M03,오후,9.9243,0
1612,M03,오후,9.9872,0
1613,M03,오후,10.0236,0
1614,M02,오후,9.7966,0
1615,M03,오후,10.1596,0
1616,M01,오후,10.8743,0
1617,M01,오후,9.4669,0
1618,M01,오후,10.0972,0
1619,M03,오후,9.7719,0
1620,M02,오후,10.1732,0
1621,M01,오후,10.014,0
1622,M03,오후,10.2286,0
1623,M01,오후,10.3527,0
1624,M02,오후,10.0577,0
1625,M01,오후,10.3396,0
1626,M01,오후,9.2967,0
1627,M01,오후,10.4771,0
1628,M01,오후,10.1125,0
1629,M02,오후,10.3234,0
1630,M01,오후,9.634,0
1631,M01,오후,9.7508,0
1632,M02,오후,10.0438,0
1633,M02,오후,9.9949,0
1634,M02,오후,10.0849,0
1635,M02,오후,10.3254,0
1636,M03,오후,9.4704,0
1637,M03,오후,10.2921,0
1638,M01,오후,10.0025,0
1639,M03,오후,9.9389,0
1640,M02,오후,9.5587,0
1641,M02,오후,10.1509,0
1642,M03,오후,9.2758,0
1643,M01,오후,10.1945,0
1644,M02,오후,9.5524,0
1645,M03,오후,10.016,0
1646,M03,오후,9.9642,0
1647,M01,오후,10.3509,0
1648,M02,오후,9.9464,0
1649,M01,오후,9.7918,0
1650,M01,오후,9.848,0
1651,M01,오후,10.3819,0
1652,M02,오후,10.1609,0
1653,M03,오후,9.8843,0
1654,M02,오후,9.9291,0
1655,M02,오후,9.5298,0
1656,M03,오후,10.1165,0
1657,M02,오후,9.4721,0
1658,M03,오후,10.2255,0
1659,M02,오후,10.0386,0
1660,M01,오후,10.7161,0
1661,M02,오후,9.67,0
1662,M02,오후,9.9692,0
1663,M02,오후,10.5395,0
1664,M03,오후,10.3574,0
1665,M01,오후,9.7911,0
1666,M02,오후,10.0672,0
1667,M02,오후,10.0006,0
1668,M01,오후,10.0846,0
1669,M02,오후,9.7904,0
1670,M03,오후,9.9732,0
1671,M02,오후,9.5206,0
1672,M01,오후,10.0405,0
1673,M01,오후,10.135,0
1674,M02,오후,9.9318,0
1675,M03,오후,9.5155,0
1676,M01,오후,10.2966,0
1677,M01,오후,10.1094,0
1678,M03,오후,9.7822,0
1679,M01,오후,9.9158,0
1680,M01,오후,9.5498,0
1681,M01,오후,9.6924,0
1682,M03,오후,9.8387,0
1683,M02,오후,10.3685,0
1684,M01,오후,9.8081,0
1685,M01,오후,10.1921,0
1686,M03,오후,9.8385,0
1687,M03,오후,10.0744,0
1688,M01,오후,9.9576,0
1689,M01,오후,10.2619,0
1690,M01,오후,9.8396,0
1691,M03,오후,9.5282,0
1692,M01,오후,9.5854,0
1693,M01,오후,9.8404,0
1694,M02,오후,9.6253,0
1695,M02,오후,10.1231,0
1696,M02,오후,9.8603,0
1697,M03,오후,10.7124,0
1698,M01,오후,9.4787,0
1699,M02,오후,10.0611,0
1700,M02,오후,9.6616,0
1701,M01,오후,9.852,0
1702,M03,오후,10.0424,0
1703,M02,오후,9.3024,0
1704,M02,오후,10.071,0
1705,M03,오후,10.5709,0
1706,M01,오후,9.864,0
1707,M03,오후,10.0779,0
1708,M03,오후,10.3075,0
1709,M01,오후,9.9508,0
1710,M03,오후,9.8257,0
1711,M03,오후,9.3173,0
1712,M02,오후,10.1923,0
1713,M02,오후,9.966,0
1714,M03,오후,9.6962,0
1715,M01,오후,10.038,0
1716,M01,오후,9.8249,0
1717,M02,오후,9.8415,0
1718,M03,오후,10.1819,0
1719,M02,오후,9.5985,0
1720,M01,오후,10.3142,0
1721,M02,오후,9.5807,0
1722,M01,오후,9.8012,0
1723,M03,오후,10.5769,0
1724,M02,오후,10.3382,0
1725,M02,오후,10.0293,0
1726,M02,오후,9.7178,0
1727,M03,오후,9.8412,0
1728,M03,오후,10.022,0
1729,M02,오후,10.0113,0
1730,M02,오후,9.9727,0
1731,M01,오후,9.9908,0
1732,M02,오후,9.9357,0
1733,M02,오후,9.5674,0
1734,M02,오후,9.845,0
1735,M03,오후,10.2744,0
1736,M03,오후,9.5895,0
1737,M02,오후,9.9431,0
1738,M02,오후,9.7541,0
1739,M01,오후,10.0334,0
1740,M02,오후,9.8834,0
1741,M03,오후,10.4432,0
1742,M03,오후,10.152,0
1743,M03,오후,9.6065,0
1744,M02,오후,10.2014,0
1745,M03,오후,9.7676,0
1746,M03,오후,9.8269,0
1747,M02,오후,10.0941,0
1748,M01,오후,9.8525,0
1749,M02,오후,10.2679,0
1750,M03,오후,9.7676,0
1751,M02,오후,9.8143,0
1752,M03,오후,9.8031,0
1753,M03,오후,9.8303,0
1754,M01,오후,10.3298,0
1755,M03,오후,10.1886,0
1756,M02,오후,10.513,0
1757,M03,오후,10.6803,0
1758,M02,오후,9.6908,0
1759,M02,오후,10.0211,0
1760,M01,야간,9.6471,0
1761,M01,야간,9.7667,0
1762,M02,야간,9.811,0
1763,M02,야간,9.6829,0
1764,M02,야간,9.6844,0
1765,M01,야간,9.9567,0
1766,M02,야간,9.635,0
1767,M01,야간,10.2526,0
1768,M01,야간,9.7247,0
1769,M02,야간,10.8429,0
1770,M02,야간,9.8646,0
1771,M02,야간,10.0216,0
1772,M03,야간,9.6114,0
1773,M03,야간,10.5118,0
1774,M02,야간,10.3359,0
1775,M03,야간,10.0891,0
1776,M01,야간,9.596,0
1777,M03,야간,10.0632,0
1778,M02,야간,9.6636,0
1779,M03,야간,10.4387,0
1780,M03,야간,10.2428,0
1781,M03,야간,10.0286,0
1782,M03,야간,9.2691,0
1783,M01,야간,9.705,0
1784,M01,야간,10.2063,0
1785,M02,야간,10.3639,0
1786,M02,야간,10.3328,0
1787,M01,야간,9.5224,0
1788,M03,야간,10.0905,0
1789,M01,야간,10.3047,0
1790,M03,야간,9.5025,0
1791,M01,야간,9.9976,0
1792,M02,야간,10.0822,0
1793,M03,야간,9.9098,0
1794,M02,야간,9.4444,0
1795,M03,야간,9.9023,0
1796,M03,야간,9.9018,0
1797,M03,야간,9.9556,0
1798,M02,야간,9.831,0
1799,M03,야간,9.8671,0
1800,M02,야간,9.9881,0
1801,M03,야간,10.1327,0
1802,M03,야간,9.9087,0
1803,M01,야간,9.8771,0
1804,M02,야간,10.0277,0
1805,M03,야간,9.4237,0
1806,M01,야간,10.1431,0
1807,M03,야간,9.9998,0
1808,M01,야간,10.0119,0
1809,M03,야간,10.2882,0
1810,M03,야간,9.4142,0
1811,M01,야간,9.4078,0
1812,M03,야간,10.0821,0
1813,M01,야간,9.9979,0
1814,M02,야간,10.0511,0
1815,M03,야간,9.8614,0
1816,M01,야간,10.1993,0
1817,M01,야간,10.2798,0
