customer_id,age,gender,region,membership,signup_year
C06395,50,M,서울,Silver,2015
C06396,39,M,경기,Bronze,2021
C06397,67,M,서울,Bronze,2015
C06398,64,F,대전,Gold,2022
C06399,22,M,경기,Bronze,2015
C06400,56,M,광주,Silver,2015
C06401,35,M,경기,Gold,2019
C06402,55,M,서울,Bronze,2016
C06403,70,F,서울,Bronze,2015
C06404,54,M,경기,Silver,2019
C06405,47,F,서울,Silver,2017
C06406,68,M,대구,Bronze,2022
C06407,48,F,대구,Bronze,2018
C06408,27,M,대구,Silver,2018
C06409,32,F,광주,Silver,2019
C06410,59,M,경기,Silver,2021
C06411,65,F,경기,Bronze,2016
C06412,61,M,경기,Bronze,2018
C06413,35,F,서울,Silver,2017
C06414,40,M,경기,Bronze,2015
C06415,50,F,경기,Bronze,2015
C06416,33,M,대구,Gold,2021
C06417,55,F,경기,Bronze,2021
C06418,52,M,서울,Bronze,2019
C06419,51,M,부산,Silver,2023
C06420,45,M,대구,Gold,2016
C06421,19,F,대전,VIP,2023
C06422,47,M,서울,Gold,2022
C06423,30,M,대구,Silver,2018
C06424,58,M,부산,Gold,2018
C06425,33,F,서울,Silver,2016
C06426,22,F,대구,Bronze,2018
C06427,45,M,서울,Silver,2022
C06428,70,M,대구,Bronze,2019
C06429,56,F,대구,Bronze,2021
C06430,62,F,부산,Bronze,2017
C06431,37,F,서울,Silver,2023
C06432,41,M,광주,Gold,2020
C06433,44,M,광주,VIP,2016
C06434,47,F,광주,Silver,2015
C06435,62,M,경기,Bronze,2015
C06436,44,F,경기,Bronze,2023
C06437,43,F,서울,Bronze,2021
C06438,24,F,서울,Silver,2019
C06439,59,F,서울,Bronze,2020
C06440,64,M,부산,Silver,2018
C06441,70,F,경기,Silver,2015
C06442,55,M,부산,Bronze,2015
C06443,22,M,부산,Bronze,2021
C06444,40,F,광주,Bronze,2019
C06445,45,M,광주,Silver,2021
C06446,51,M,대구,Bronze,2019
C06447,70,M,대구,Bronze,2015
C06448,32,F,서울,Bronze,2020
C06449,49,F,서울,Silver,2019
C06450,43,F,경기,Bronze,2022
C06451,65,M,부산,Bronze,2018
C06452,48,M,대구,Bronze,2021
C06453,36,F,경기,Bronze,2021
C06454,26,M,대전,Bronze,2020
C06455,46,F,대구,Bronze,2015
C06456,68,F,서울,Silver,2019
C06457,56,F,경기,Bronze,2022
C06458,21,M,대전,Bronze,2016
C06459,20,M,경기,Silver,2021
C06460,46,F,경기,Bronze,2016
C06461,69,F,서울,Bronze,2023
C06462,28,F,경기,VIP,2019
C06463,50,M,대구,Gold,2018
C06464,55,F,서울,Gold,2018
C06465,28,F,광주,Bronze,2021
C06466,44,M,광주,Silver,2018
C06467,50,M,대구,Bronze,2016
C06468,38,M,광주,Gold,2016
C06469,56,F,서울,Bronze,2019
C06470,48,M,경기,Silver,2018
C06471,55,F,서울,Bronze,2019
C06472,63,F,광주,Bronze,2023
C06473,19,F,대전,Silver,2015
C06474,44,M,서울,Silver,2021
C06475,53,F,경기,Gold,2023
C06476,28,M,서울,Bronze,2018
C06477,64,M,경기,VIP,2021
C06478,35,M,경기,Gold,2023
C06479,18,F,대구,Silver,2019
C06480,52,M,서울,Silver,2018
C06481,52,F,서울,Bronze,2023
C06482,48,F,서울,Bronze,2023
C06483,45,M,서울,Gold,2021
C06484,56,F,부산,Bronze,2016
C06485,18,M,서울,Bronze,2015
C06486,42,M,경기,Bronze,2023
C06487,60,M,부산,Bronze,2022
C06488,55,M,경기,Bronze,2019
C06489,37,F,광주,Silver,2019
C06490,20,M,대구,Gold,2018
C06491,68,F,서울,Bronze,2022
C06492,19,F,서울,Gold,2022
C06493,35,M,광주,Silver,2018
C06494,61,F,경기,Bronze,2021
C06495,27,M,경기,Bronze,2019
C06496,22,M,대구,Bronze,2023
C06497,26,M,서울,Bronze,2023
C06498,19,F,경기,VIP,2023
C06499,51,M,대구,Gold,2021
C06500,55,F,광주,Gold,2018
C06501,48,M,광주,Bronze,2017
C06502,27,F,경기,Gold,2020
C06503,67,M,광주,Bronze,2019
C06504,29,F,서울,Silver,2016
C06505,53,M,경기,Bronze,2021
C06506,38,F,서울,Silver,2019
C06507,66,M,서울,Silver,2018
C06508,64,F,대구,Silver,2019
C06509,23,M,서울,Bronze,2016
C06510,65,F,경기,Gold,2023
C06511,66,M,경기,Silver,2022
C06512,20,M,서울,Gold,2017
C06513,27,M,부산,Bronze,2023
C06514,22,F,부산,Bronze,2016
C06515,63,F,대구,Bronze,2016
C06516,43,M,대구,Bronze,2019
C06517,38,F,경기,Bronze,2020
C06518,62,M,대전,Silver,2018
C06519,43,M,서울,Silver,2021
C06520,55,M,부산,Bronze,2021
C06521,61,F,대전,Silver,2015
C06522,43,M,서울,Bronze,2022
C06523,25,F,서울,Bronze,2022
C06524,22,F,부산,Bronze,2020
C06525,32,M,대구,Bronze,2021
C06526,33,F,경기,Silver,2016
C06527,18,F,광주,Silver,2017
C06528,33,F,서울,Bronze,2021
C06529,54,M,광주,Gold,2023
C06530,20,M,서울,Silver,2020
C06531,69,F,부산,VIP,2016
C06532,64,F,경기,Silver,2022
C06533,48,M,경기,Bronze,2020
C06534,30,M,경기,Silver,2021
C06535,33,F,경기,Bronze,2021
C06536,60,M,광주,Bronze,2020
C06537,38,M,대구,Bronze,2016
C06538,19,F,경기,Bronze,2023
C06539,44,M,서울,Bronze,2015
C06540,55,F,광주,Silver,2022
C06541,43,F,광주,Silver,2022
C06542,55,F,경기,Bronze,2021
C06543,63,F,부산,Bronze,2020
C06544,42,M,경기,Bronze,2023
C06545,28,M,서울,Bronze,2019
C06546,25,M,경기,Bronze,2017
C06547,25,M,부산,Silver,2020
C06548,50,F,대구,Silver,2018
C06549,70,M,광주,Bronze,2023
C06550,24,F,서울,Bronze,2021
C06551,55,F,경기,Bronze,2016
C06552,38,F,서울,Bronze,2022
C06553,25,M,부산,Bronze,2022
C06554,68,F,서울,Gold,2017
C06555,38,F,부산,Bronze,2016
C06556,37,M,대구,Bronze,2020
C06557,25,F,대구,Bronze,2018
C06558,63,M,서울,Silver,2018
C06559,48,M,서울,Bronze,2020
C06560,67,F,서울,Silver,2015
C06561,46,F,부산,Silver,2021
C06562,65,M,서울,Bronze,2017
C06563,26,M,서울,VIP,2023
C06564,32,F,대전,Silver,2021
C06565,47,F,경기,Gold,2016
C06566,43,F,경기,Bronze,2020
C06567,27,F,서울,Bronze,2016
C06568,46,F,부산,Bronze,2016
C06569,33,F,경기,Bronze,2016
C06570,53,F,경기,Bronze,2022
C06571,37,F,경기,Gold,2023
C06572,62,F,대전,Bronze,2018
C06573,54,F,서울,Bronze,2020
C06574,39,M,부산,Bronze,2016
C06575,24,M,경기,VIP,2021
C06576,40,M,경기,Silver,2023
C06577,58,M,서울,Silver,2020
C06578,57,F,부산,Bronze,2023
C06579,46,M,서울,Silver,2023
C06580,33,F,경기,Silver,2017
C06581,55,F,경기,Gold,2015
C06582,45,F,경기,Bronze,2023
C06583,65,F,경기,Gold,2016
C06584,55,F,서울,Bronze,2020
C06585,48,M,경기,Bronze,2019
C06586,31,M,서울,Silver,2017
C06587,70,M,서울,Bronze,2021
C06588,50,F,대구,Gold,2017
C06589,26,M,광주,Bronze,2020
C06590,44,M,대구,Bronze,2018
C06591,41,F,부산,Bronze,2021
C06592,30,F,대구,Bronze,2016
C06593,43,M,서울,VIP,2018
C06594,46,F,경기,Bronze,2017
C06595,68,F,서울,Bronze,2020
C06596,66,M,대구,Bronze,2015
C06597,60,M,경기,Gold,2019
C06598,45,F,대구,Bronze,2020
C06599,45,F,대구,Silver,2016
C06600,25,M,경기,Bronze,2017
C06601,40,M,경기,Silver,2021
C06602,46,M,서울,Silver,2019
C06603,22,F,경기,VIP,2017
C06604,59,M,부산,Bronze,2022
C06605,24,M,서울,Bronze,2021
C06606,59,M,대전,Silver,2022
C06607,53,F,대전,Bronze,2022
C06608,58,F,서울,Silver,2021
C06609,44,M,대구,Silver,2018
C06610,63,F,서울,Gold,2022
C06611,19,M,부산,Silver,2018
C06612,42,M,부산,Bronze,2016
C06613,26,M,광주,Bronze,2020
C06614,70,F,경기,Bronze,2022
C06615,44,M,광주,Silver,2017
C06616,18,F,광주,Silver,2022
C06617,40,F,부산,Silver,2019
C06618,27,M,경기,VIP,2020
C06619,59,F,부산,Bronze,2016
C06620,69,M,대구,Gold,2017
C06621,42,M,대전,Bronze,2016
C06622,20,M,서울,VIP,2020
C06623,23,M,경기,Bronze,2020
C06624,23,F,대구,Gold,2021
C06625,70,M,경기,Bronze,2020
C06626,19,M,부산,Bronze,2020
C06627,35,M,서울,VIP,2023
C06628,40,M,대구,Bronze,2022
C06629,19,F,부산,Silver,2019
C06630,29,F,부산,Bronze,2023
C06631,39,M,대구,Silver,2020
C06632,54,F,광주,Silver,2015
C06633,37,M,광주,Silver,2017
C06634,56,M,서울,Bronze,2016
C06635,41,M,대구,Bronze,2016
C06636,65,F,경기,Bronze,2019
C06637,37,M,경기,Silver,2016
C06638,18,F,광주,Silver,2019
C06639,18,F,부산,Silver,2019
C06640,34,M,경기,Gold,2022
C06641,18,F,대구,Bronze,2018
C06642,70,M,부산,Gold,2021
C06643,69,F,광주,Bronze,2022
C06644,62,F,서울,Silver,2016
C06645,47,F,대구,Bronze,2020
C06646,58,F,서울,Bronze,2018
C06647,64,M,서울,Bronze,2017
C06648,20,M,서울,Bronze,2023
C06649,63,M,서울,VIP,2019
C06650,28,M,대구,Bronze,2021
C06651,41,M,부산,Bronze,2015
C06652,39,M,서울,Silver,2015
C06653,61,M,서울,Bronze,2022
C06654,62,F,서울,Bronze,2017
C06655,43,F,경기,Silver,2023
C06656,30,M,경기,Bronze,2018
C06657,18,M,서울,VIP,2017
C06658,41,F,광주,Silver,2022
C06659,27,F,광주,Bronze,2018
C06660,52,M,서울,VIP,2023
C06661,41,M,서울,Gold,2020
C06662,45,F,대구,Bronze,2018
C06663,53,F,광주,Bronze,2018
C06664,33,F,서울,Silver,2017
C06665,57,F,광주,Silver,2020
C06666,33,F,서울,Silver,2016
C06667,34,M,부산,Bronze,2018
C06668,68,F,서울,Bronze,2018
C06669,32,M,대전,Silver,2017
C06670,33,F,경기,Silver,2021
C06671,32,M,부산,VIP,2020
C06672,51,M,서울,Silver,2021
C06673,28,M,경기,Bronze,2021
C06674,18,M,대구,Bronze,2015
C06675,32,M,대전,Bronze,2023
C06676,43,F,대전,Bronze,2020
C06677,68,M,대구,Bronze,2016
C06678,21,F,광주,Silver,2015
C06679,60,M,대전,VIP,2018
C06680,22,F,서울,Silver,2023
C06681,52,M,서울,Bronze,2017
C06682,30,M,서울,Gold,2023
C06683,27,F,경기,Gold,2018
C06684,28,F,대전,Bronze,2016
C06685,35,F,부산,Silver,2020
C06686,51,F,부산,Bronze,2020
C06687,56,F,광주,Bronze,2023
C06688,58,M,대전,Bronze,2018
C06689,59,M,부산,VIP,2015
C06690,67,M,광주,Gold,2023
C06691,40,F,서울,Bronze,2021
C06692,24,M,경기,Silver,2023
C06693,56,F,경기,Bronze,2021
C06694,20,M,경기,Silver,2017
C06695,29,F,서울,Gold,2016
C06696,24,F,광주,Bronze,2022
C06697,66,M,경기,Bronze,2022
C06698,43,F,경기,Silver,2022
C06699,50,M,서울,Bronze,2016
C06700,54,M,대전,Gold,2023
C06701,65,F,부산,Silver,2021
C06702,32,M,서울,Gold,2023
C06703,19,F,서울,Bronze,2015
C06704,58,F,대전,Bronze,2017
C06705,24,M,대전,Gold,2022
C06706,49,F,경기,Gold,2022
C06707,21,F,부산,Bronze,2021
C06708,37,M,광주,Gold,2015
C06709,67,F,대구,Gold,2017
C06710,70,F,대전,Bronze,2019
C06711,53,F,경기,Gold,2015
C06712,49,F,대전,Bronze,2021
C06713,45,M,경기,Bronze,2020
C06714,30,M,부산,Silver,2017
C06715,18,M,서울,Gold,2023
C06716,52,M,부산,Silver,2019
C06717,65,M,대구,Bronze,2016
C06718,47,M,경기,Bronze,2019
C06719,53,F,경기,Bronze,2015
C06720,42,F,경기,Silver,2019
C06721,33,F,대전,Silver,2022
C06722,36,F,경기,Silver,2019
C06723,18,F,서울,Bronze,2016
C06724,22,M,서울,Gold,2020
C06725,68,M,대구,Gold,2020
C06726,39,F,경기,Bronze,2020
C06727,41,M,서울,Silver,2018
C06728,60,M,경기,Bronze,2018
C06729,62,M,광주,Silver,2022
C06730,69,M,대전,Bronze,2020
C06731,54,M,서울,Gold,2023
C06732,70,F,서울,VIP,2017
C06733,53,F,서울,Silver,2023
C06734,53,M,광주,Bronze,2019
C06735,21,M,서울,Silver,2016
C06736,53,M,서울,Bronze,2019
C06737,69,F,서울,Bronze,2022
C06738,70,M,광주,Silver,2021
C06739,35,M,부산,Bronze,2016
C06740,67,M,부산,Bronze,2021
C06741,33,M,대구,Silver,2021
C06742,58,F,부산,Bronze,2017
C06743,35,F,대구,Silver,2018
C06744,39,M,서울,Bronze,2023
C06745,19,F,부산,Gold,2017
C06746,38,M,대구,Gold,2018
C06747,53,F,부산,Gold,2015
C06748,61,M,서울,Bronze,2019
C06749,56,F,서울,VIP,2022
C06750,64,M,대전,Bronze,2021
C06751,56,M,대구,Gold,2019
C06752,46,M,부산,Bronze,2022
C06753,43,M,부산,VIP,2023
C06754,38,F,서울,Bronze,2022
C06755,34,F,서울,Silver,2022
C06756,33,F,경기,VIP,2015
C06757,48,F,경기,Silver,2019
C06758,68,M,대구,Silver,2016
C06759,26,F,서울,Silver,2021
C06760,48,F,서울,VIP,2016
C06761,31,F,서울,Silver,2020
C06762,66,F,경기,Bronze,2016
C06763,54,M,서울,Bronze,2015
C06764,19,M,서울,Silver,2021
C06765,69,F,서울,Bronze,2022
C06766,65,F,서울,Bronze,2016
C06767,63,M,경기,Silver,2023
C06768,31,M,경기,Bronze,2015
C06769,50,F,경기,Bronze,2018
C06770,52,F,서울,Silver,2021
C06771,56,F,경기,Gold,2015
C06772,64,F,광주,Bronze,2023
C06773,68,M,서울,Bronze,2017
C06774,37,M,대전,Bronze,2018
C06775,19,M,경기,Gold,2018
C06776,68,M,서울,Bronze,2019
C06777,58,M,서울,Bronze,2016
C06778,36,M,서울,Gold,2016
C06779,54,F,부산,Silver,2021
C06780,35,M,경기,Gold,2022
C06781,33,F,대구,Bronze,2017
C06782,21,M,대구,Bronze,2019
C06783,29,F,경기,Bronze,2018
C06784,46,M,부산,Silver,2022
C06785,24,M,부산,Bronze,2017
C06786,31,F,서울,Bronze,2016
C06787,29,F,서울,VIP,2019
C06788,52,F,경기,Bronze,2018
C06789,22,F,서울,Silver,2023
C06790,34,M,경기,Silver,2021
C06791,59,M,부산,Bronze,2015
C06792,49,M,경기,Silver,2023
C06793,27,M,서울,Bronze,2017
C06794,60,M,서울,Bronze,2015
C06795,34,F,서울,Bronze,2015
C06796,22,M,서울,Silver,2016
C06797,62,M,경기,VIP,2022
C06798,59,F,경기,Bronze,2016
C06799,26,M,서울,Gold,2016
C06800,66,F,서울,Gold,2018
C06801,50,M,경기,Bronze,2018
C06802,53,M,서울,Bronze,2020
C06803,53,M,서울,Bronze,2018
C06804,35,F,경기,Bronze,2023
C06805,26,F,서울,Bronze,2021
C06806,46,F,광주,Silver,2017
C06807,67,M,부산,Silver,2015
C06808,31,F,경기,Silver,2022
C06809,42,M,서울,Bronze,2021
C06810,32,M,서울,Bronze,2015
C06811,23,F,서울,Bronze,2022
C06812,59,F,서울,Silver,2016
C06813,46,F,경기,Bronze,2020
C06814,32,M,서울,Bronze,2019
C06815,46,F,광주,Bronze,2015
C06816,21,M,대전,Silver,2015
C06817,35,M,부산,Silver,2023
C06818,67,F,대구,Gold,2015
C06819,66,M,서울,Silver,2021
C06820,61,F,부산,Silver,2020
C06821,56,M,서울,Bronze,2020
C06822,33,M,대전,Gold,2016
C06823,28,M,부산,Bronze,2019
C06824,31,F,경기,Silver,2019
C06825,20,M,대구,Bronze,2019
C06826,68,M,서울,Silver,2020
C06827,67,M,경기,Bronze,2016
C06828,59,F,광주,Silver,2020
C06829,55,M,서울,Bronze,2015
C06830,62,M,부산,Bronze,2021
C06831,59,F,경기,Silver,2021
C06832,35,M,경기,Bronze,2022
C06833,37,F,대구,Gold,2023
C06834,65,F,광주,Bronze,2022
C06835,42,F,서울,Silver,2016
C06836,55,M,서울,Gold,2022
C06837,30,M,경기,Bronze,2021
C06838,21,M,부산,Bronze,2017
C06839,31,M,경기,VIP,2017
C06840,50,M,대구,Bronze,2020
C06841,45,M,대구,Silver,2018
C06842,69,F,경기,Gold,2020
C06843,54,F,서울,Bronze,2023
C06844,25,F,서울,Silver,2019
C06845,61,M,경기,Silver,2015
C06846,51,F,대전,Bronze,2015
C06847,61,F,부산,Silver,2015
C06848,22,M,경기,Gold,2017
C06849,22,M,대구,Bronze,2018
C06850,48,F,서울,Bronze,2015
C06851,62,F,서울,Bronze,2023
C06852,26,M,경기,VIP,2022
C06853,59,F,대전,Bronze,2019
C06854,49,F,광주,Bronze,2019
C06855,50,M,부산,Silver,2022
C06856,20,F,경기,Bronze,2022
C06857,47,M,부산,Bronze,2022
C06858,67,M,경기,Bronze,2019
C06859,29,F,부산,Gold,2019
C06860,46,F,경기,Gold,2017
C06861,20,M,서울,Bronze,2019
C06862,43,M,서울,Bronze,2022
C06863,47,F,부산,Bronze,2018
C06864,26,M,부산,Bronze,2018
C06865,43,F,서울,Bronze,2019
C06866,19,F,대구,Bronze,2023
C06867,20,M,광주,Bronze,2018
C06868,63,F,대구,Bronze,2015
C06869,21,F,부산,Bronze,2023
C06870,42,M,서울,Bronze,2018
C06871,68,F,광주,Bronze,2021
C06872,30,M,서울,Bronze,2023
C06873,56,M,서울,Silver,2023
C06874,61,F,부산,Bronze,2019
C06875,52,M,경기,Bronze,2023
C06876,40,M,대전,Silver,2019
C06877,26,F,경기,Bronze,2017
C06878,19,F,서울,Bronze,2022
C06879,58,F,대전,Bronze,2015
C06880,61,F,경기,Gold,2021
C06881,48,M,경기,Bronze,2023
C06882,61,M,경기,Gold,2015
C06883,64,M,광주,Silver,2016
C06884,19,F,서울,Gold,2019
C06885,49,M,서울,Silver,2021
C06886,35,F,경기,Bronze,2018
C06887,30,F,대전,Silver,2022
C06888,63,F,서울,Silver,2018
C06889,22,M,서울,Silver,2022
C06890,59,M,대구,Silver,2019
C06891,61,F,대구,Bronze,2022
C06892,27,F,경기,Bronze,2019
C06893,60,F,광주,VIP,2018
C06894,42,F,서울,Gold,2019
C06895,51,M,경기,Bronze,2023
C06896,54,M,경기,VIP,2022
C06897,47,F,경기,Bronze,2016
C06898,24,M,서울,Bronze,2021
C06899,23,F,경기,Silver,2020
C06900,20,F,서울,Silver,2020
C06901,30,F,대구,Gold,2023
C06902,20,F,부산,Silver,2023
C06903,43,M,경기,Silver,2015
C06904,41,F,경기,VIP,2016
C06905,70,M,경기,Silver,2017
C06906,23,F,대전,Bronze,2022
C06907,60,F,부산,Silver,2016
C06908,66,M,대구,Silver,2015
C06909,59,M,서울,Gold,2019
C06910,29,M,서울,Bronze,2022
C06911,66,F,서울,Bronze,2023
C06912,53,F,경기,Bronze,2023
C06913,19,M,대구,Gold,2016
C06914,28,M,대구,VIP,2017
C06915,56,F,대구,Bronze,2017
C06916,51,F,광주,Silver,2016
C06917,43,M,서울,Bronze,2016
C06918,35,M,광주,Silver,2016
C06919,38,F,부산,Bronze,2015
C06920,53,F,서울,VIP,2023
C06921,57,F,부산,Bronze,2015
C06922,69,F,경기,Silver,2019
C06923,63,F,경기,Silver,2015
C06924,61,M,서울,Gold,2022
C06925,39,F,경기,Silver,2021
C06926,70,M,서울,Bronze,2021
C06927,47,F,서울,Bronze,2019
C06928,67,F,광주,Silver,2018
C06929,60,F,부산,Bronze,2021
C06930,47,F,경기,Silver,2017
C06931,25,M,경기,Silver,2017
C06932,51,F,광주,Bronze,2020
C06933,64,F,경기,Gold,2015
C06934,26,F,경기,Silver,2017
C06935,68,M,대구,Gold,2020
C06936,37,F,서울,Bronze,2022
C06937,57,F,부산,Gold,2018
C06938,42,M,경기,Silver,2019
C06939,36,F,경기,Silver,2019
C06940,22,M,대구,Silver,2021
C06941,28,M,대전,Silver,2021
C06942,32,F,광주,Gold,2020
C06943,25,F,서울,VIP,2020
C06944,36,M,서울,Bronze,2017
C06945,40,F,경기,Silver,2017
C06946,44,F,대구,Bronze,2020
C06947,57,M,경기,Bronze,2019
C06948,49,M,광주,Bronze,2022
C06949,43,F,서울,Bronze,2015
C06950,44,F,서울,Silver,2022
C06951,36,F,서울,Bronze,2017
C06952,67,F,대구,Gold,2019
C06953,59,M,경기,Bronze,2015
C06954,46,F,서울,Gold,2017
C06955,56,F,대구,Bronze,2016
C06956,58,F,경기,Gold,2015
C06957,50,M,서울,Gold,2018
C06958,36,M,서울,Bronze,2022
C06959,54,F,대전,Gold,2022
C06960,36,M,대전,Bronze,2022
C06961,50,M,서울,Bronze,2022
C06962,64,F,서울,Bronze,2019
C06963,33,M,부산,Silver,2020
C06964,40,M,부산,Bronze,2022
C06965,24,F,경기,Bronze,2018
C06966,43,M,부산,Bronze,2021
C06967,49,M,대구,Gold,2022
C06968,29,F,대전,Silver,2017
C06969,25,F,대구,Bronze,2017
C06970,22,M,서울,Gold,2022
C06971,59,F,대구,Silver,2015
C06972,45,F,서울,Silver,2020
C06973,70,M,경기,Bronze,2018
C06974,22,M,경기,Silver,2022
C06975,66,F,대구,Silver,2018
C06976,43,F,서울,Silver,2021
C06977,22,F,광주,Bronze,2016
C06978,39,M,부산,Silver,2022
C06979,32,M,서울,Bronze,2020
C06980,30,M,서울,Bronze,2017
C06981,45,F,서울,Gold,2017
C06982,50,M,대구,Silver,2020
C06983,60,M,서울,Gold,2017
C06984,40,F,서울,Silver,2020
C06985,50,M,서울,Bronze,2019
C06986,60,F,부산,Gold,2015
C06987,35,F,경기,Bronze,2016
C06988,67,F,서울,Silver,2019
C06989,70,F,대전,Silver,2018
C06990,47,F,광주,Bronze,2016
C06991,43,M,경기,Bronze,2021
C06992,33,F,경기,Silver,2022
C06993,30,F,경기,Bronze,2017
C06994,56,F,대구,Bronze,2022
C06995,50,F,경기,Bronze,2017
C06996,43,M,경기,Bronze,2022
C06997,65,M,경기,VIP,2021
C06998,18,M,대구,Bronze,2022
C06999,66,M,부산,Gold,2015
C07000,55,F,광주,Gold,2016
C07001,19,F,서울,Bronze,2019
C07002,66,F,광주,Gold,2021
C07003,23,M,대구,Bronze,2020
C07004,63,F,대구,Bronze,2023
C07005,67,M,서울,Bronze,2015
C07006,55,F,서울,Bronze,2023
C07007,59,F,대전,Bronze,2017
C07008,41,M,대전,Gold,2017
C07009,35,F,서울,Bronze,2015
C07010,44,F,경기,Bronze,2020
C07011,58,F,서울,Bronze,2016
C07012,25,F,서울,Silver,2022
C07013,45,F,서울,Bronze,2023
C07014,27,M,서울,Bronze,2017
C07015,34,F,부산,Bronze,2016
C07016,46,F,서울,Bronze,2018
C07017,23,M,대전,Gold,2021
C07018,31,F,경기,Silver,2023
C07019,39,F,경기,Gold,2016
C07020,23,F,광주,Bronze,2018
C07021,43,F,부산,Bronze,2016
C07022,56,F,서울,Bronze,2020
C07023,29,F,경기,Gold,2016
C07024,52,M,경기,Bronze,2015
C07025,31,M,대구,Bronze,2017
C07026,39,F,부산,Bronze,2017
C07027,68,F,경기,Silver,2022
C07028,40,F,경기,Bronze,2015
C07029,65,F,경기,Silver,2017
C07030,24,F,경기,Bronze,2016
C07031,57,M,서울,Bronze,2018
C07032,67,F,광주,Bronze,2020
C07033,42,M,부산,Bronze,2019
C07034,30,F,경기,Bronze,2020
C07035,38,M,부산,Bronze,2022
C07036,58,M,서울,Gold,2019
C07037,27,M,경기,Bronze,2015
C07038,70,M,대구,Gold,2018
C07039,26,F,경기,Silver,2018
C07040,32,F,경기,Silver,2022
C07041,69,F,경기,Silver,2023
C07042,19,F,대구,Silver,2021
C07043,42,F,대구,Bronze,2019
C07044,30,M,대구,Gold,2020
C07045,51,F,서울,Bronze,2022
C07046,68,M,부산,Bronze,2016
C07047,51,F,대구,Gold,2021
C07048,52,M,부산,Silver,2022
C07049,55,F,대구,Bronze,2016
C07050,20,M,광주,Gold,2016
C07051,59,M,서울,Silver,2017
C07052,23,F,경기,Bronze,2022
C07053,65,M,부산,Silver,2023
C07054,66,M,서울,VIP,2017
C07055,36,F,대전,Bronze,2017
C07056,20,M,서울,Bronze,2022
C07057,35,M,경기,Bronze,2016
C07058,56,F,대전,Bronze,2021
C07059,26,M,서울,Bronze,2021
C07060,69,M,경기,Bronze,2019
C07061,29,M,경기,Gold,2020
C07062,22,M,대구,Bronze,2020
C07063,20,F,경기,Silver,2017
C07064,28,F,서울,Silver,2017
C07065,47,F,대전,Bronze,2018
C07066,21,F,경기,Silver,2020
C07067,22,F,대구,Silver,2017
C07068,18,F,서울,Bronze,2020
C07069,44,M,서울,Bronze,2021
C07070,45,M,대구,Bronze,2020
C07071,46,M,서울,Bronze,2015
C07072,35,F,경기,Bronze,2015
C07073,29,F,대구,Silver,2019
C07074,30,M,경기,Silver,2020
C07075,58,M,부산,Gold,2022
C07076,19,F,서울,Bronze,2020
C07077,54,M,대구,Gold,2020
C07078,62,F,서울,Silver,2015
C07079,33,M,대구,Silver,2016
C07080,65,F,부산,VIP,2015
C07081,41,M,대구,Bronze,2021
C07082,52,F,서울,Gold,2023
C07083,39,M,경기,Silver,2023
C07084,53,F,대구,Bronze,2020
C07085,28,M,광주,Silver,2016
C07086,63,M,서울,Bronze,2021
C07087,46,M,대구,Bronze,2017
C07088,52,F,서울,Silver,2021
C07089,65,M,경기,Bronze,2017
C07090,32,M,대전,Bronze,2019
C07091,48,F,대전,Silver,2023
C07092,59,M,서울,Bronze,2019
C07093,58,M,서울,Bronze,2018
C07094,60,M,서울,Bronze,2023
C07095,33,M,경기,Bronze,2021
C07096,27,M,서울,Bronze,2023
C07097,66,M,경기,Bronze,2020
C07098,49,M,서울,Bronze,2016
C07099,68,F,서울,Bronze,2022
C07100,19,M,광주,Bronze,2022
C07101,41,F,경기,Bronze,2019
C07102,40,M,서울,Gold,2020
C07103,19,F,부산,Bronze,2022
C07104,55,F,대전,Bronze,2023
C07105,48,M,경기,Silver,2017
C07106,68,F,부산,Silver,2019
C07107,57,M,광주,Bronze,2021
C07108,43,F,경기,Gold,2016
C07109,46,F,부산,Bronze,2018
C07110,20,F,경기,Gold,2018
C07111,31,F,대전,Gold,2015
C07112,42,M,경기,Silver,2018
C07113,65,M,광주,Bronze,2022
C07114,18,F,경기,Bronze,2022
C07115,70,F,부산,Gold,2017
C07116,20,M,경기,Bronze,2022
C07117,43,F,광주,Silver,2019
C07118,35,F,부산,Bronze,2018
C07119,26,M,서울,Gold,2018
C07120,55,F,서울,Gold,2019
C07121,40,F,부산,Silver,2021
C07122,38,F,서울,Silver,2015
C07123,18,M,대구,Bronze,2017
C07124,38,F,경기,Silver,2021
C07125,44,F,경기,Silver,2015
C07126,59,M,서울,Bronze,2021
C07127,23,M,서울,Silver,2020
C07128,61,M,경기,Silver,2015
C07129,53,M,부산,Bronze,2017
C07130,45,M,서울,Silver,2023
C07131,62,F,서울,Gold,2015
C07132,34,F,서울,Bronze,2015
C07133,57,F,광주,Bronze,2016
C07134,69,F,부산,Bronze,2022
C07135,20,F,경기,Bronze,2022
C07136,29,M,대전,VIP,2015
C07137,56,M,대구,Silver,2019
C07138,29,M,대전,Bronze,2020
C07139,19,M,부산,Gold,2021
C07140,63,F,서울,Bronze,2018
C07141,39,M,부산,Gold,2020
C07142,40,F,서울,Bronze,2019
C07143,47,F,경기,Bronze,2023
C07144,22,M,경기,Silver,2015
C07145,26,F,서울,Bronze,2019
C07146,38,M,서울,Silver,2019
C07147,28,M,경기,Silver,2021
C07148,22,M,광주,Silver,2016
C07149,52,M,서울,Gold,2015
